age,workclass,fnlwgt,education,edu_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
0.438356164,Private,0.117699236,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0.428571429,United-States,>50K
0.602739726,Self-emp-inc,0.091194301,HS-grad,0.533333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.428571429,United-States,<=50K
0.136986301,Private,0.377949427,Some-college,0.6,Never-married,Sales,Own-child,White,Female,0,0,0.428571429,United-States,<=50K
0.02739726,Private,0.523056135,Some-college,0.6,Never-married,Other-service,Own-child,White,Male,0,0,0.142857143,Mexico,<=50K
0.726027397,Private,0.158085653,Some-college,0.6,Never-married,Tech-support,Other-relative,White,Male,0,0,0.428571429,United-States,<=50K
0.191780822,Private,0.29689703,HS-grad,0.533333333,Never-married,Transport-moving,Unmarried,Black,Female,0,0,0.142857143,United-States,<=50K
0.410958904,Local-gov,0.29723354,Some-college,0.6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.371428571,Mexico,<=50K
0.232876712,Private,0.318242139,HS-grad,0.533333333,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.428571429,United-States,<=50K
0.219178082,Private,0.257532223,Bachelors,0.8,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,0.428571429,Philippines,<=50K
0.054794521,Private,0.487317012,HS-grad,0.533333333,Never-married,Craft-repair,Own-child,White,Male,0,0,0.285714286,United-States,<=50K
0.424657534,Private,0.300177574,HS-grad,0.533333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.6,United-States,<=50K
0.082191781,Private,0.346472768,Bachelors,0.8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0.428571429,United-States,<=50K
0.164383562,Private,0.306769725,HS-grad,0.533333333,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
0.342465753,Private,0.370484074,Bachelors,0.8,Separated,Other-service,Other-relative,Black,Male,0,0,0.714285714,United-States,<=50K
0.109589041,Private,0.412411537,HS-grad,0.533333333,Never-married,Other-service,Unmarried,White,Female,0,0,0.428571429,United-States,<=50K
0.369863014,Self-emp-inc,0.111488463,Masters,0.866666667,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,0.428571429,United-States,<=50K
0.150684932,Private,0.128823059,HS-grad,0.533333333,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,0.428571429,England,<=50K
0.383561644,Self-emp-not-inc,0.323241475,Masters,0.866666667,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.428571429,United-States,>50K
0.260273973,Private,0.333728517,Some-college,0.6,Divorced,Other-service,Unmarried,White,Female,0,0,0.428571429,Mexico,<=50K
0.301369863,Federal-gov,0.382613978,Assoc-acdm,0.733333333,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.485714286,United-States,<=50K
0.397260274,State-gov,0.153343446,Masters,0.866666667,Widowed,Protective-serv,Unmarried,White,Male,0,0,0.428571429,United-States,<=50K
0.150684932,State-gov,0.278796225,HS-grad,0.533333333,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.428571429,United-States,<=50K
0.136986301,Private,0.714887735,Bachelors,0.8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.714285714,United-States,<=50K
0.150684932,State-gov,0.234444163,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.428571429,United-States,>50K
0.136986301,Private,0.414244224,HS-grad,0.533333333,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,0,United-States,<=50K
0.054794521,Private,0.51630522,HS-grad,0.533333333,Never-married,Craft-repair,Own-child,Black,Male,0,0,0.428571429,United-States,<=50K
0.232876712,Private,0.81109,HS-grad,0.533333333,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,0.428571429,United-States,<=50K
0.369863014,Local-gov,0.289183177,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,0.371428571,United-States,>50K
0.356164384,Private,0.173968941,Some-college,0.6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.428571429,United-States,<=50K
0.315068493,Private,0.470425919,7th-8th,0.2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.428571429,Mexico,>50K
0.273972603,Federal-gov,0.026377233,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.485714286,United-States,>50K
0.232876712,Private,0.500901675,HS-grad,0.533333333,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0.428571429,United-States,<=50K
0.328767123,Self-emp-not-inc,0.22323578,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0.428571429,United-States,<=50K
0.191780822,Private,0.148684072,Masters,0.866666667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.714285714,United-States,<=50K
0.287671233,Private,0.244104598,Some-college,0.6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,0.085714286,United-States,<=50K
0.095890411,Private,0.251602738,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.428571429,United-States,<=50K
0.328767123,Local-gov,0.880347279,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0.428571429,United-States,<=50K
0.410958904,Private,0.184942629,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.571428571,United-States,<=50K
0.082191781,Private,0.316868487,5th-6th,0.133333333,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,0.428571429,Mexico,<=50K
0.260273973,Private,0.147728038,Some-college,0.6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.428571429,United-States,<=50K
0.095890411,Self-emp-not-inc,0.033050492,HS-grad,0.533333333,Never-married,Sales,Not-in-family,White,Male,0,0,0.428571429,United-States,<=50K
0.465753425,Private,0.423751072,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.714285714,United-States,>50K
0.273972603,State-gov,0.059436354,HS-grad,0.533333333,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.285714286,United-States,<=50K
0.01369863,Private,0.218119097,11th,0.4,Never-married,Sales,Own-child,White,Female,0,0,0.428571429,United-States,<=50K
0.246575342,Private,0.038829841,HS-grad,0.533333333,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
0.369863014,Local-gov,0.253977293,HS-grad,0.533333333,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0.428571429,United-States,<=50K
0.273972603,Private,0.335801076,HS-grad,0.533333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.428571429,United-States,>50K
0.246575342,Private,0.241633404,Some-college,0.6,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0.428571429,United-States,<=50K
0.589041096,Private,0.124329352,HS-grad,0.533333333,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0.428571429,United-States,<=50K
0.506849315,Self-emp-inc,0.192670287,7th-8th,0.2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.428571429,United-States,>50K
0.452054795,Private,0.516935098,Assoc-acdm,0.733333333,Divorced,Sales,Not-in-family,White,Female,0,0,0.428571429,United-States,<=50K
0.287671233,Private,0.29136618,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.714285714,Poland,<=50K
0.383561644,Private,0.165088519,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.857142857,United-States,<=50K
0.109589041,Private,0.4162978,10th,0.333333333,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.428571429,United-States,<=50K
0.191780822,Private,0.31768474,Some-college,0.6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.428571429,United-States,<=50K
0.493150685,Local-gov,0.218455607,Preschool,0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,0.285714286,United-States,<=50K
0.01369863,Private,0.396122711,HS-grad,0.533333333,Never-married,Sales,Own-child,White,Female,0,0,0.428571429,United-States,<=50K
0.657534247,Private,0.281334721,HS-grad,0.533333333,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.428571429,United-States,<=50K
0.328767123,Private,0.201283226,HS-grad,0.533333333,Divorced,Sales,Unmarried,Black,Female,0,0,0.371428571,United-States,<=50K
0.109589041,Private,0.251887478,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0.485714286,United-States,<=50K
0.219178082,Private,0.167752991,Some-college,0.6,Divorced,Craft-repair,Other-relative,Other,Female,0,0,0.428571429,United-States,<=50K
0.150684932,Private,0.108623811,Prof-school,0.933333333,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.857142857,United-States,>50K
0.575342466,State-gov,0.439932905,HS-grad,0.533333333,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.428571429,United-States,<=50K
0.315068493,State-gov,0.270512894,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.371428571,United-States,<=50K
0.328767123,Private,0.28710199,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.714285714,Iran,>50K
0.082191781,Private,0.1754841,HS-grad,0.533333333,Never-married,Transport-moving,Own-child,White,Male,0,0,0.428571429,United-States,<=50K
0.315068493,Private,0.576590615,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.428571429,United-States,>50K
0.095890411,State-gov,0.448915142,Assoc-acdm,0.733333333,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.714285714,United-States,<=50K
0.561643836,Private,0.384531224,HS-grad,0.533333333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.571428571,United-States,>50K
0.205479452,Private,0.293621662,HS-grad,0.533333333,Never-married,Other-service,Not-in-family,White,Female,0,0,0.257142857,United-States,<=50K
0.328767123,Private,0.170833355,Prof-school,0.933333333,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.428571429,United-States,>50K
0.342465753,Private,0.650607358,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,0.428571429,United-States,<=50K
0.575342466,Local-gov,0.271898626,10th,0.333333333,Widowed,Other-service,Unmarried,Black,Female,0,0,0.142857143,United-States,<=50K
0.02739726,Local-gov,0.023491873,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.428571429,United-States,<=50K
0.342465753,Self-emp-not-inc,0.499200141,HS-grad,0.533333333,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,0.428571429,Cambodia,>50K
0.04109589,Private,0.179506693,HS-grad,0.533333333,Never-married,Other-service,Own-child,White,Female,0,0,0.428571429,United-States,<=50K
0.205479452,Private,0.274057469,HS-grad,0.533333333,Separated,Other-service,Not-in-family,White,Female,0,0,0.142857143,United-States,<=50K
0.383561644,Private,0.300093015,Assoc-voc,0.666666667,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,0.571428571,United-States,<=50K
0.452054795,Private,0.329174411,7th-8th,0.2,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.428571429,United-States,<=50K
0.260273973,Private,0.235165503,Bachelors,0.8,Divorced,Prof-specialty,Own-child,White,Female,0,0,0.428571429,United-States,<=50K
0.383561644,Private,0.145515698,HS-grad,0.533333333,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
0.123287671,Private,0.629106936,11th,0.4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.428571429,United-States,<=50K
0.643835616,Private,0.012778764,HS-grad,0.533333333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.428571429,United-States,>50K
0.219178082,Private,0.296320648,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.571428571,United-States,<=50K
0.219178082,Private,0.359696761,HS-grad,0.533333333,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,0.428571429,United-States,>50K
0.602739726,Private,0.096807984,HS-grad,0.533333333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.428571429,United-States,>50K
0.136986301,Local-gov,0.337097072,Masters,0.866666667,Never-married,Prof-specialty,Own-child,White,Male,0,0,0.285714286,United-States,<=50K
0.178082192,Private,0.097688088,HS-grad,0.533333333,Divorced,Prof-specialty,Own-child,White,Female,0,0,0.428571429,United-States,<=50K
0.356164384,Private,0.801091329,HS-grad,0.533333333,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0.428571429,United-States,<=50K
0.246575342,Private,0.304421056,Some-college,0.6,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0.428571429,United-States,<=50K
0.109589041,Private,0.310655988,Some-college,0.6,Never-married,Tech-support,Own-child,White,Female,0,0,0.428571429,United-States,<=50K
0.232876712,Private,0.278948086,Assoc-acdm,0.733333333,Divorced,Sales,Unmarried,Black,Female,0,0,0.571428571,United-States,<=50K
0.589041096,Private,0.276440653,Bachelors,0.8,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0.485714286,United-States,<=50K
